url,final_url,filename,content_type,size,sha256,group,manual_type,discovered_from,local_path,status
https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/FAA_Adoption_EA_AirForce_TRAP_CERTEX_EA_Playas_NM_SIGNED_2019-05-20-130350.pdf,https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/FAA_Adoption_EA_AirForce_TRAP_CERTEX_EA_Playas_NM_SIGNED_2019-05-20-130350.pdf,FAA_Adoption_EA_AirForce_TRAP_CERTEX_EA_Playas_NM_SIGNED_2019-05-20-130350.pdf,application/pdf,473624,470a1064a05ab1b0bf31d673ddfb5288c6a792a3f53c73a29e02c89f5b533e77,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/environmental_issues/,_downloads/FAA Handbooks/FAA_Adoption_EA_AirForce_TRAP_CERTEX_EA_Playas_NM_SIGNED_2019-05-20-130350.pdf,ok
https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/FAA.AdoptionJPARC_USAF ROD Final-08282018-SIGNED.doc,https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/FAA.AdoptionJPARC_USAF%20ROD%20Final-08282018-SIGNED.doc,FAA.AdoptionJPARC_USAF%20ROD%20Final-08282018-SIGNED.doc,application/msword,535552,70ad96f09880fde5273f500ab22fc51ca60b41b8c7f134956ffffebd8cb4b8b7,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/environmental_issues/,_downloads/FAA Handbooks/FAA.AdoptionJPARC_USAF%20ROD%20Final-08282018-SIGNED.doc,ok
https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/TwnsBmbRng-FINAL-AdoptionEA_USMC ROD 06062018(SIGNED).doc,https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/TwnsBmbRng-FINAL-AdoptionEA_USMC%20ROD%2006062018(SIGNED).doc,TwnsBmbRng-FINAL-AdoptionEA_USMC%20ROD%2006062018(SIGNED).doc,application/msword,430592,e46684f8e342009fc525ca27a81e62076ac821317ebdb88c6df8745689125898,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/environmental_issues/,_downloads/FAA Handbooks/TwnsBmbRng-FINAL-AdoptionEA_USMC%20ROD%2006062018(SIGNED).doc,ok
https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/Oregon_ANG_EIS_MOAs_ATCAA_FAA_Adoptn_EIS-ROD_FINAL-SIGNED.docx,https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/Oregon_ANG_EIS_MOAs_ATCAA_FAA_Adoptn_EIS-ROD_FINAL-SIGNED.docx,Oregon_ANG_EIS_MOAs_ATCAA_FAA_Adoptn_EIS-ROD_FINAL-SIGNED.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,158203,73c410477d9df290ec03d07fd7deb885af870071b1d50537df1e6df9f5d04b69,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/environmental_issues/,_downloads/FAA Handbooks/Oregon_ANG_EIS_MOAs_ATCAA_FAA_Adoptn_EIS-ROD_FINAL-SIGNED.docx,ok
https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/HPN_Prop_One_CATEX_ROD_fully_signed.pdf,https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/HPN_Prop_One_CATEX_ROD_fully_signed.pdf,HPN_Prop_One_CATEX_ROD_fully_signed.pdf,application/pdf,106370,f5a088c53be01a98f017d169b65247812fe937be314c6fe86b7f45b8a3d5d450,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/environmental_issues/,_downloads/FAA Handbooks/HPN_Prop_One_CATEX_ROD_fully_signed.pdf,ok
https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/CATEX_ROD_JFK_RWY13L_RNAV_GPS_Transition_fully_signed.pdf,https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/CATEX_ROD_JFK_RWY13L_RNAV_GPS_Transition_fully_signed.pdf,CATEX_ROD_JFK_RWY13L_RNAV_GPS_Transition_fully_signed.pdf,application/pdf,452223,77937c478cb6da9978ab77befc044c5b4ae06a13fd3a30c2d4c4c4c6d7c62e84,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/environmental_issues/,_downloads/FAA Handbooks/CATEX_ROD_JFK_RWY13L_RNAV_GPS_Transition_fully_signed.pdf,ok
https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/Newark-CATEX_EWR_RNAV_GPS_RWY29_fully_signed_012417.pdf,https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/Newark-CATEX_EWR_RNAV_GPS_RWY29_fully_signed_012417.pdf,Newark-CATEX_EWR_RNAV_GPS_RWY29_fully_signed_012417.pdf,application/pdf,375608,973a34877a65466b375ff71d9883cb1e082109eacbed65ca732adc57de5f26b8,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/environmental_issues/,_downloads/FAA Handbooks/Newark-CATEX_EWR_RNAV_GPS_RWY29_fully_signed_012417.pdf,ok
https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/Newark-CATEX _Legislative_CATEX 1_EWR RNAV GPS X RWY 29_20161216_AEE_Combine _011817.doc,https://www.faa.gov/sites/faa.gov/files/air_traffic/environmental_issues/Newark-CATEX%20_Legislative_CATEX%201_EWR%20RNAV%20GPS%20X%20RWY%2029_20161216_AEE_Combine%20_011817.doc,Newark-CATEX%20_Legislative_CATEX%201_EWR%20RNAV%20GPS%20X%20RWY%2029_20161216_AEE_Combine%20_011817.doc,application/msword,38400,06ad32dfb682c40849f2380859a1c756f3578c75d08faa145f9fe7d33c65a0d2,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/environmental_issues/,_downloads/FAA Handbooks/Newark-CATEX%20_Legislative_CATEX%201_EWR%20RNAV%20GPS%20X%20RWY%2029_20161216_AEE_Combine%20_011817.doc,ok
https://www.faa.gov/sites/faa.gov/files/air_traffic/community_engagement/Elements_of_Part_150_and_Community_Roundtables_Info_Sheet.pdf,https://www.faa.gov/sites/faa.gov/files/air_traffic/community_engagement/Elements_of_Part_150_and_Community_Roundtables_Info_Sheet.pdf,Elements_of_Part_150_and_Community_Roundtables_Info_Sheet.pdf,application/pdf,110427,06d3ba71dbb020e6499d0bb817e60e6d04c9640fefdaa2cf3f4c2c2f2a8a79a1,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/community_engagement/,_downloads/FAA Handbooks/Elements_of_Part_150_and_Community_Roundtables_Info_Sheet.pdf,ok
https://www.faa.gov/sites/faa.gov/files/air_traffic/community_engagement/FAA_CIM.pdf,https://www.faa.gov/sites/faa.gov/files/air_traffic/community_engagement/FAA_CIM.pdf,FAA_CIM.pdf,application/pdf,815409,6cb22adbc914e881ccf54b42eaa1c77d315734dab05bc206ab48a45d2ad662c1,FAA Handbooks,Pilot Handbook,https://www.faa.gov/air_traffic/community_engagement/,_downloads/FAA Handbooks/FAA_CIM.pdf,ok
